# t [tau_{circ,b}]	a	e	mean_anomaly	varpi	mass/M_star
8.84628e+01	4.65685e-02	1.48775e-02	4.93958	4.74546	4.41310e-05
8.88330e+01	4.65507e-02	1.45842e-02	1.48738	2.02650	4.41310e-05
8.92031e+01	4.65516e-02	1.45088e-02	4.36500	5.51299	4.41310e-05
8.95732e+01	4.65605e-02	1.46415e-02	1.14456	2.48656	4.41310e-05
8.99434e+01	4.65449e-02	1.46010e-02	4.23743	5.67337	4.41310e-05
9.03135e+01	4.65594e-02	1.45530e-02	1.24400	2.34404	4.41310e-05
9.06836e+01	4.65708e-02	1.44119e-02	4.58985	5.20172	4.41310e-05
9.10538e+01	4.65606e-02	1.45054e-02	1.78479	1.61635	4.41310e-05
9.14239e+01	4.65587e-02	1.46312e-02	5.33422	4.19509	4.41310e-05
9.17941e+01	4.65517e-02	1.44611e-02	2.76051	0.29373	4.41310e-05
9.21642e+01	4.65806e-02	1.50435e-02	0.21969	2.60362	4.41310e-05
9.25343e+01	4.65396e-02	1.46246e-02	4.16376	4.67559	4.41310e-05
9.29045e+01	4.65661e-02	1.43436e-02	1.83606	0.42162	4.41310e-05
9.32746e+01	4.65407e-02	1.44165e-02	6.01413	2.18402	4.41310e-05
9.36447e+01	4.65575e-02	1.42376e-02	4.00172	3.81626	4.41310e-05
9.40149e+01	4.65601e-02	1.43025e-02	1.97809	5.41930	4.41310e-05
9.43850e+01	4.65815e-02	1.49016e-02	0.18558	0.47226	4.41310e-05
9.47552e+01	4.65783e-02	1.43767e-02	4.72741	1.72643	4.41310e-05
9.51253e+01	4.65631e-02	1.40462e-02	3.10008	2.82188	4.41310e-05
9.54954e+01	4.65525e-02	1.43644e-02	1.52102	3.82931	4.41310e-05
9.58656e+01	4.65698e-02	1.48709e-02	0.14438	4.59927	4.41310e-05
9.62357e+01	4.65617e-02	1.44259e-02	5.15893	5.22384	4.41310e-05
9.66058e+01	4.65631e-02	1.41579e-02	3.91365	5.79321	4.41310e-05
9.69760e+01	4.65582e-02	1.41089e-02	2.82541	6.16075	4.41310e-05
9.73461e+01	4.65646e-02	1.42273e-02	1.76670	0.17685	4.41310e-05
9.77163e+01	4.65443e-02	1.43506e-02	0.93933	0.20935	4.41310e-05
9.80864e+01	4.65821e-02	1.47423e-02	0.17862	0.13757	4.41310e-05
9.84565e+01	4.65597e-02	1.43745e-02	5.73658	6.28263	4.41310e-05
9.88267e+01	4.65473e-02	1.43642e-02	5.18961	5.92197	4.41310e-05
9.91968e+01	4.65814e-02	1.41465e-02	4.79579	5.37090	4.41310e-05
9.95669e+01	4.65511e-02	1.40917e-02	4.32373	4.85782	4.41310e-05
9.99371e+01	4.65453e-02	1.42811e-02	4.09818	4.06361	4.41310e-05
1.00307e+02	4.65600e-02	1.39277e-02	3.98750	3.12574	4.41310e-05
1.00677e+02	4.65662e-02	1.39279e-02	3.87824	2.13813	4.41310e-05
1.01047e+02	4.65584e-02	1.40613e-02	3.95500	0.92910	4.41310e-05
1.01418e+02	4.65510e-02	1.40234e-02	4.11903	5.87906	4.41310e-05
1.01788e+02	4.65503e-02	1.40134e-02	4.30423	4.48473	4.41310e-05
1.02158e+02	4.65705e-02	1.41312e-02	4.73531	2.81820	4.41310e-05
1.02528e+02	4.65617e-02	1.41369e-02	5.19895	1.07389	4.41310e-05
1.02898e+02	4.65631e-02	1.42343e-02	5.69106	5.54399	4.41310e-05
1.03268e+02	4.65690e-02	1.45137e-02	0.09956	3.49615	4.41310e-05
1.03638e+02	4.65533e-02	1.39666e-02	0.89001	1.31304	4.41310e-05
1.04009e+02	4.65610e-02	1.40148e-02	1.68033	5.38200	4.41310e-05
1.04379e+02	4.65467e-02	1.41025e-02	2.67711	2.91821	4.41310e-05
1.04749e+02	4.65673e-02	1.36967e-02	3.79538	0.29590	4.41310e-05
1.05119e+02	4.65752e-02	1.41191e-02	4.99847	3.83521	4.41310e-05
1.05489e+02	4.65656e-02	1.41327e-02	6.18395	1.06835	4.41310e-05
