# t [tau_{circ,b}]	a	e	mean_anomaly	varpi	mass/M_star
8.62420e+01	6.11080e-02	8.32400e-03	3.08781	1.99806	1.08910e-05
8.66121e+01	6.11405e-02	7.99272e-03	2.36772	0.25127	1.08910e-05
8.69823e+01	6.11342e-02	7.98653e-03	1.80724	4.55359	1.08910e-05
8.73524e+01	6.11522e-02	8.26327e-03	1.23037	2.51822	1.08910e-05
8.77225e+01	6.11530e-02	8.31434e-03	0.83545	0.22113	1.08910e-05
8.80927e+01	6.11751e-02	8.58776e-03	0.40313	4.16883	1.08910e-05
8.84628e+01	6.11294e-02	7.94764e-03	0.18907	1.54029	1.08910e-05
8.88330e+01	6.11535e-02	8.32142e-03	6.21282	5.16434	1.08910e-05
8.92031e+01	6.11743e-02	8.60205e-03	6.14071	2.24932	1.08910e-05
8.95732e+01	6.11515e-02	8.22900e-03	6.01506	5.59002	1.08910e-05
8.99434e+01	6.11618e-02	8.35359e-03	6.06907	2.39380	1.08910e-05
9.03135e+01	6.11575e-02	8.29987e-03	6.07870	5.45010	1.08910e-05
9.06836e+01	6.11731e-02	8.54589e-03	6.23859	1.99937	1.08910e-05
9.10538e+01	6.11446e-02	8.08894e-03	0.14151	4.73537	1.08910e-05
9.14239e+01	6.11519e-02	8.16633e-03	0.45292	0.98408	1.08910e-05
9.17941e+01	6.11338e-02	7.95756e-03	0.78928	3.41571	1.08910e-05
9.21642e+01	6.11235e-02	7.73860e-03	1.27099	5.62931	1.08910e-05
9.25343e+01	6.11496e-02	7.87512e-03	1.69446	1.54250	1.08910e-05
9.29045e+01	6.11208e-02	7.94022e-03	2.36393	3.42597	1.08910e-05
9.32746e+01	6.11128e-02	8.25261e-03	2.97950	5.28280	1.08910e-05
9.36447e+01	6.11301e-02	7.79392e-03	3.69373	0.68444	1.08910e-05
9.40149e+01	6.11641e-02	7.99473e-03	4.59803	2.10666	1.08910e-05
9.43850e+01	6.11373e-02	7.71178e-03	5.37231	3.58306	1.08910e-05
9.47552e+01	6.11596e-02	8.15732e-03	0.02645	4.83118	1.08910e-05
9.51253e+01	6.11664e-02	8.16128e-03	0.96192	5.99990	1.08910e-05
9.54954e+01	6.11490e-02	7.67673e-03	2.09390	0.61742	1.08910e-05
9.58656e+01	6.11564e-02	7.51895e-03	3.27890	1.39146	1.08910e-05
9.62357e+01	6.11560e-02	7.64270e-03	4.51897	2.03699	1.08910e-05
9.66058e+01	6.11512e-02	7.96736e-03	5.81512	2.56017	1.08910e-05
9.69760e+01	6.11438e-02	7.91179e-03	0.82896	3.00247	1.08910e-05
9.73461e+01	6.11318e-02	7.71388e-03	2.30950	3.19022	1.08910e-05
9.77163e+01	6.11425e-02	7.75558e-03	3.83124	3.26368	1.08910e-05
9.80864e+01	6.11394e-02	7.60698e-03	5.36516	3.25130	1.08910e-05
9.84565e+01	6.11480e-02	7.84013e-03	0.73294	3.05668	1.08910e-05
9.88267e+01	6.11471e-02	7.69911e-03	2.40086	2.76588	1.08910e-05
9.91968e+01	6.11160e-02	7.79322e-03	4.17439	2.29797	1.08910e-05
9.95669e+01	6.11796e-02	8.25486e-03	6.12301	1.58291	1.08910e-05
9.99371e+01	6.11657e-02	7.65719e-03	1.62385	0.95987	1.08910e-05
1.00307e+02	6.11335e-02	7.64518e-03	3.68070	6.28140	1.08910e-05
1.00677e+02	6.11577e-02	7.91574e-03	5.79275	5.18764	1.08910e-05
1.01047e+02	6.11834e-02	7.73984e-03	1.48318	4.15895	1.08910e-05
1.01418e+02	6.11501e-02	7.44039e-03	3.80076	2.71574	1.08910e-05
1.01788e+02	6.11795e-02	8.16407e-03	6.11324	1.20597	1.08910e-05
1.02158e+02	6.11807e-02	7.60720e-03	1.99870	6.05645	1.08910e-05
1.02528e+02	6.11617e-02	7.51290e-03	4.54889	4.16682	1.08910e-05
1.02898e+02	6.11507e-02	7.70012e-03	0.70104	2.32042	1.08910e-05
1.03268e+02	6.11585e-02	7.38360e-03	3.23591	0.30279	1.08910e-05
1.03638e+02	6.11625e-02	7.86321e-03	5.82773	4.44048	1.08910e-05
1.04009e+02	6.11472e-02	7.44613e-03	2.23152	2.13483	1.08910e-05
1.04379e+02	6.11869e-02	7.68522e-03	5.09031	5.86349	1.08910e-05
1.04749e+02	6.11858e-02	7.81489e-03	1.37847	3.52502	1.08910e-05
1.05119e+02	6.11478e-02	7.36573e-03	4.36436	0.70235	1.08910e-05
1.05489e+02	6.11787e-02	7.75356e-03	0.96863	4.19120	1.08910e-05
1.05859e+02	6.11550e-02	7.59679e-03	4.09694	1.09087	1.08910e-05
1.06229e+02	6.11468e-02	7.60022e-03	0.79926	4.33890	1.08910e-05
1.06600e+02	6.11477e-02	7.55001e-03	3.98572	1.03424	1.08910e-05
1.06970e+02	6.11747e-02	7.83381e-03	0.86460	3.96602	1.08910e-05
1.07340e+02	6.11547e-02	7.52963e-03	4.22040	0.35146	1.08910e-05
1.07710e+02	6.11698e-02	7.70078e-03	1.15587	3.09142	1.08910e-05
1.08080e+02	6.11595e-02	7.47621e-03	4.65918	5.47251	1.08910e-05
1.08450e+02	6.11511e-02	7.42044e-03	1.82164	1.55802	1.08910e-05
1.08820e+02	6.11797e-02	7.78131e-03	5.44512	3.67908	1.08910e-05
1.09191e+02	6.11550e-02	7.43319e-03	2.65408	5.86653	1.08910e-05
1.09561e+02	6.11591e-02	7.59439e-03	0.04655	1.51306	1.08910e-05
1.09931e+02	6.11588e-02	7.22636e-03	3.82494	3.27021	1.08910e-05
1.10301e+02	6.11328e-02	7.38393e-03	1.37136	4.90700	1.08910e-05
1.10671e+02	6.11906e-02	7.82124e-03	5.29786	0.09454	1.08910e-05
1.11041e+02	6.11402e-02	7.58417e-03	2.84379	1.59816	1.08910e-05
1.11411e+02	6.11796e-02	7.71493e-03	0.48228	2.93542	1.08910e-05
1.11781e+02	6.11632e-02	7.38744e-03	4.65114	3.95585	1.08910e-05
1.12152e+02	6.11329e-02	7.61014e-03	2.48302	4.96121	1.08910e-05
1.12522e+02	6.11636e-02	7.57019e-03	0.38923	5.82370	1.08910e-05
1.12892e+02	6.11563e-02	7.55997e-03	4.68720	0.23167	1.08910e-05
1.13262e+02	6.11583e-02	7.34677e-03	2.63508	0.91359	1.08910e-05
1.13632e+02	6.11491e-02	7.33571e-03	0.74622	1.36510	1.08910e-05
1.14002e+02	6.11475e-02	7.34864e-03	5.20280	1.68586	1.08910e-05
1.14372e+02	6.11324e-02	7.57436e-03	3.44868	1.86569	1.08910e-05
1.14743e+02	6.11641e-02	7.24817e-03	1.73032	1.94704	1.08910e-05
1.15113e+02	6.11598e-02	7.39272e-03	0.10754	1.85916	1.08910e-05
1.15483e+02	6.11605e-02	7.25782e-03	4.86579	1.60439	1.08910e-05
1.15853e+02	6.11741e-02	7.01730e-03	3.32318	1.29974	1.08910e-05
1.16223e+02	6.11571e-02	7.40663e-03	1.80032	0.90649	1.08910e-05
1.16593e+02	6.12001e-02	7.90869e-03	0.38165	0.34825	1.08910e-05
1.16963e+02	6.11651e-02	7.23736e-03	5.43894	5.80588	1.08910e-05
1.17334e+02	6.11276e-02	7.48934e-03	4.11014	5.01659	1.08910e-05
1.17704e+02	6.11463e-02	7.30260e-03	2.98001	3.96082	1.08910e-05
1.18074e+02	6.11595e-02	7.19814e-03	1.81139	2.87532	1.08910e-05
1.18444e+02	6.11650e-02	7.38628e-03	0.75292	1.61811	1.08910e-05
1.18814e+02	6.11858e-02	7.64860e-03	6.08086	0.18450	1.08910e-05
1.19184e+02	6.12079e-02	7.57592e-03	5.20555	4.88735	1.08910e-05
